Work Type,Work Order #,Address,Street,Cross Street,Results,Completion Date,Work Order Date
SEWER MAINTENANCE,2015004328,,14TH ST,,MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS MILD. ,7/9/2015,7/9/2015
SEWER MAINTENANCE,2015004329,,SECAUCUS RD,,MONITOR FLOATABLES DOWNSTREAM & UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS MILD. WATER TRUCK UNAVAILABLE WILL CHANGE AND WASH AFTER COMPLETION OF MINA DR. CHANGE 7/10 NETS OK UNITL CHANGE. ,7/9/2015,7/9/2015
SEWER MAINTENANCE,2015004330,,MANHATTEN AVE,,NEED TO WASH GRATINGS.  WATER TRUCK UNAVAILABLE WILL WASH ASAP.  ENTRY DELAYED BY TRAIN LEFT YARD 2:38PM.  MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS MILD. ,7/9/2015,7/9/2015
SEWER MAINTENANCE,2015004331,,SAINT PAULS AVE,,MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS MILD. ,7/9/2015,7/9/2015
SEWER MAINTENANCE,2015004332,,GRAND ST,,NOT SCHEDULED GREASED EQUIPMENT.  UTILIZE RAKE TO CLEAN BARSCREEN REMOVED DEBRIS OFF LADDER ALSO FLOATABLES OUT OF WEIR EXERCISE REGULATOR REMOVED DEBRIS OFF HINGE POINTS & SHUTTER. ,7/9/2015,7/9/2015
SEWER MAINTENANCE,2015004333,,MILL CREEK,,"NO CONCRETE SLAB.  NEED TO ORDER MANHOLE COVER 26"" NOT SCHEDULED GREASED EQUIPMENT.  UTILIZE RAKE TO CLEAN BARSCREEN REMOVED DEBRIS OFF LADDER ALSO FLOATABLES OUT OF WEIR EXERCISE REGULATOR REMOVED DEBRIS OFF HINGE POINTS & SHUTTER. ",7/9/2015,7/9/2015
SEWER MAINTENANCE,2015004334,,CLAREMONT AVE,CARTERET AVE,NOTE:  DELAYED IN SOMETIME TO USE RESTROOM.  UNDER WATER SHUTTER. NO HANDRAIL. NOT SCHEDULED GREASED EQUIPMENT.  UTILIZE RAKE TO CLEAN BARSCREEN REMOVED DEBRIS OFF LADDER ALSO FLOATABLES OUT OF WEIR EXERCISE REGULATOR REMOVED DEBRIS OFF HINGE POINTS & SHU,7/9/2015,7/9/2015
SEWER MAINTENANCE,2015004335,,RICHARD ST,,"NO BARSCREENS, GRATING, HANDRAIL OR CONCRETE SLAB.  NOT SCHEDULED GREASED EQUIPMENT.  UTILIZE RAKE TO CLEAN BARSCREEN REMOVED DEBRIS OFF LADDER ALSO FLOATABLES OUT OF WEIR EXERCISE REGULATOR REMOVED DEBRIS OFF HINGE POINTS & SHUTTER. ",7/9/2015,7/9/2015
SEWER MAINTENANCE,2015004336,,PRINCETON AVE,,VISUAL NO OBSTRUCTION TO FLOW OR IN PIPES FLOWING GOOD,7/9/2015,7/9/2015
SEWER MAINTENANCE,2015004337,,BROWN PL,PRINCETON AVE,"NO GRATING, HANDRAIL OR CONCRETE SLAB.  UTILIZE RAKE TO CLEAN BARSCREEN REMOVED DEBRIS OFF LADDER ALSO FLOATABLES OUT OF WEIR EXERCISE REGULATOR REMOVED DEBRIS OFF HINGE POINTS & SHUTTER. ",7/9/2015,7/9/2015
SEWER MAINTENANCE,2015004558,,CRISTOPHER COLUMBUS DR,,"USED 30-SHOVELS OF COLD PATCH TO FILL HOLES IN STREET.

",7/9/2015,7/9/2015
SEWER MAINTENANCE,2015004565,,CLENDENNY AVE,MALLORY AVE,"VACUUMED THE NE CATCH BASIN FOR THE CONSTRUCTION CREW. USED 3-BLOCKS, 7-BRICKS AND 3 1/2 BAGS OF CEMENT TO PERFORM THE NECESSARY BRICKWORK INSIDE THE CATCH BASIN.  USED 9-SHOVELS OF COLD PATCH TO FILL DIP IN FRONT OF CATCH BASIN.

",7/9/2015,7/9/2015
SEWER MAINTENANCE,2015004566,,GROVE ST,YORK ST,"VACUUMED THE NE CATCH BASIN FOR THE CONSTRUCTION CREW. USED 2-BLOCKS, 6-BRICKS AND 2 1/2 BAGS OF RAPID CEMENT TO PERFORM THE NECESSARY BRICKWORK INSIDE THE CATCH BASIN.  USED 5-SHOVELS OF COLD PATCH TO BACKFILL AND TAMPER FRAME OF CATCH BASIN

",7/9/2015,7/9/2015
SEWER MAINTENANCE,2015005160,,1ST ST,JERSEY AVE,"REMOVED THE BRICKS FROM INSIDE THE MANHOLE.
",7/10/2015,7/10/2015
SEWER MAINTENANCE,2015005170,,BROADWAY,WEST SIDE AVE,"PERFUMED ALL CATCH BASINS.
",7/10/2015,7/10/2015
SEWER MAINTENANCE,2015004516,78,SEAVIEW AVE,,ON 7-7-15 USED 20-SHOVELS OF COLD PATCH TO FILL HOLE IN STREET.  ON 7-10-15 USED 15-SHOVELS OF QP STONE AND 5-SHOVELS OF COLD PATCH TO FILL HOLE IN STREET.,7/10/2015,7/7/2015
SEWER MAINTENANCE,2015004531,161,CATOR AVE,,USED 12-SHOVELS OF COLD PATCH TO FILL HOLE IN STREET.,7/10/2015,7/10/2015
SEWER MAINTENANCE,2015004532,6,MCADOO AVE,,USED 15-SHOVELS OF COLD PATCH TO FILL HOLE IN STREET.,7/10/2015,7/10/2015
SEWER MAINTENANCE,2015004538,,GREENVILLE AVE,KENNEDY BLVD,USED 12-SHOVELS OF COLD PATCH TO FILL HOLE IN STREET.,7/10/2015,7/10/2015
SEWER MAINTENANCE,2015004539,209,LEXINGTON AVE,,USED 15-SHOVELS OF COLD PATCH TO FILL HOLE IN STREET.,7/10/2015,7/10/2015
SEWER MAINTENANCE,2015004540,,SEAVIEW AVE,OCEAN AVE,USED 35-SHOVELS OF COLD PATCH TO FILL HOLE IN STREET.,7/10/2015,7/10/2015
SEWER MAINTENANCE,2015004738,,BERGEN AVE,CLINTON AVE,"CLEANED THE NW AND SW CATCH BASINS
",7/10/2015,7/10/2015
SEWER MAINTENANCE,2015004739,,BRAMHALL AVE,SACKETT ST,"CLEANED THE NE, SE AND NW CATCH BASINS
",7/10/2015,7/10/2015
SEWER MAINTENANCE,2015004740,,OXFORD AVE,SACKETT ST,"CLEANED THE NE AND NW CATCH BASINS
",7/10/2015,7/10/2015
SEWER MAINTENANCE,2015004741,,CLINTON AVE,SACKETT ST,"CLEANED THE NE, NW AND SE CATCH BASINS
",7/10/2015,7/10/2015
SEWER MAINTENANCE,2015004742,,COMMUNIPAW AVE,SACKETT ST,"CLEANED THE SW CATCH BASIN
",7/10/2015,7/10/2015
SEWER MAINTENANCE,2015004744,,BERGEN AVE,BRAMHALL AVE,"CLEANED THE NE CATCH BASIN
",7/10/2015,7/10/2015
SEWER MAINTENANCE,2015004745,,BRAMHALL AVE,SIEDLER ST,"CLEANED THE NW CATCH BASIN
",7/10/2015,7/10/2015
SEWER MAINTENANCE,2015004746,570,BRAMHALL AVE,,"CLEANED THE CATCH BASIN
",7/10/2015,7/10/2015
SEWER MAINTENANCE,2015004753,564,BRAMHALL AVE,MARTIN LUTHER KING DR,CLEANED AND PERFUMED THE CATCH BASIN,7/10/2015,7/10/2015
SEWER MAINTENANCE,2015004754,548,BRAMHALL AVE,,"CLEANED AND PERFUMED THE CATCH BASIN.
",7/10/2015,7/10/2015
SEWER MAINTENANCE,2015004756,838,GRAND ST,,"CLEANED AND PERFUMED THE CATCH BASIN
",7/10/2015,7/10/2015
SEWER MAINTENANCE,2015004757,,CLINTON AVE,SIEDLER ST,"CLEANED THE NE, NW AND SW CATCH BASINS
",7/10/2015,7/10/2015
SEWER MAINTENANCE,2015004759,,CLINTON AVE,MONTICELLO AVE,"CLEANED THE NE AND SE CATCH BASINS
",7/10/2015,7/10/2015
SEWER MAINTENANCE,2015004761,,CLINTON AVE,CRESCENT AVE,"CLEANED THE SW CATCH BASIN
",7/10/2015,7/10/2015
SEWER MAINTENANCE,2015004763,,CLINTON AVE,GRAND ST,"CLEANED THE SE AND NE CATCH BASINS
",7/10/2015,7/10/2015
SEWER MAINTENANCE,2015004379,,MINA DR,,PLEASE PERFORM MAINTENANCE ON THE NETTING CHAMBER.  MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS HUMID. RETURNED TO WSP TO DUMP NETS RETURN TRAFFIC CONTROL EQUIPMENT LOAD NETS FUEL TRUCK.  ,7/10/2015,7/10/2015
SEWER MAINTENANCE,2015004380,,SECAUCUS RD,,REMOVED FLOATABLES DOWNSTREAM.  6 SCOPES AFTER CHANGE.  VAC & JET LINE  WEATHER CONDITIONS HUMID HARRIS & LOVELACE OFF AT 2PM. PLEASE PERFORM MAINTENANCE ON THE NETTING CHAMBER. WEATHER CONDITIONS HUMID.  ,7/10/2015,7/10/2015
SEWER MAINTENANCE,2015004381,,SECAUCUS RD,,NOT SCHEDULED GREASED EQUIPMENT.  UTILIZE RAKE TO CLEAN BARSCREEEN REMOVED DEBRIS OFF LADDER EXERCISE REGULATOR REMOVED SLUDGE & GRIT OUT OF PIT ALSO REMOVED DEBRIS OFF SHUTTER & HINGE POINTS.  ,7/10/2015,7/10/2015
SEWER MAINTENANCE,2015004382,,2ND ST,,NO GRATING OR CONCRETE SLAB.  NOT SCHEDULED GREASED EQUIPMENT.  UTILIZE RAKE TO CLEAN BARSCREEEN REMOVED DEBRIS OFF LADDER EXERCISE REGULATOR REMOVED SLUDGE & GRIT OUT OF PIT ALSO REMOVED DEBRIS OFF SHUTTER & HINGE POINTS.  ,7/10/2015,7/10/2015
SEWER MAINTENANCE,2015004384,,YORK ST,,NO HANDRAIL OR CONCRETE SLAB.  NOTE: NO VAC TRUCK OUT WITH US TODAY UNDER MAINTENANCE.   NOT SCHEDULED GREASED EQUIPMENT.  UTILIZE RAKE TO CLEAN BARSCREEEN REMOVED DEBRIS OFF LADDER EXERCISE REGULATOR REMOVED SLUDGE & GRIT OUT OF PIT ALSO REMOVED DEBRIS O,7/10/2015,7/10/2015
SEWER MAINTENANCE,2015004385,,6TH ST,,NOT SCHEDULED GREASED EQUIPMENT.  UTILIZE RAKE TO CLEAN BARSCREEEN REMOVED DEBRIS OFF LADDER EXERCISE REGULATOR REMOVED SLUDGE & GRIT OUT OF PIT ALSO REMOVED DEBRIS OFF SHUTTER & HINGE POINTS.  NOTE I SHOWED MR. MARTIN THE TIDEGATES & BARSCREEN ALSO CLEAN,7/10/2015,7/10/2015
SEWER MAINTENANCE,2015004386,,6TH ST,,"NO GRATING, HANDRAIL OR CONCRETE SLAB.  NOTE:  SHOW MR. MARTIN TIDEGATE BARSCREEN.  NOT SCHEDULED GREASED EQUIPMENT.  UTILIZE RAKE TO CLEAN BARSCREEEN REMOVED DEBRIS OFF LADDER EXERCISE REGULATOR REMOVED SLUDGE & GRIT OUT OF PIT ALSO REMOVED DEBRIS OFF SH",7/10/2015,7/10/2015
SEWER MAINTENANCE,2015004387,,14TH ST,,"NO GRATING, HANDRAIL OR CONCRETE SLAB.  NOT SCHEDULED GREASED EQUIPMENT.  UTILIZE RAKE TO CLEAN BARSCREEEN REMOVED DEBRIS OFF LADDER EXERCISE REGULATOR REMOVED SLUDGE & GRIT OUT OF PIT ALSO REMOVED DEBRIS OFF SHUTTER & HINGE POINTS.  ",7/10/2015,7/10/2015
SEWER MAINTENANCE,2015004956,,BELVIDERE AVE,COMMUNIPAW AVE,"JETTED THE SEWER
",7/13/2015,7/13/2015
SEWER MAINTENANCE,2015004957,149,PINE ST,,"JETTED AND VACUUMED THE SEWER.
",7/13/2015,7/13/2015
SEWER MAINTENANCE,2015004356,419,VIRGINIA AVE,,"OWNER MUST SEEK PLUMBER FOR THE PROBLEM.  MAIN SEWER IS FUNCTIONING PROPERLY.
",7/13/2015,7/13/2015
SEWER MAINTENANCE,2015004542,,4TH ST,COLES ST,USED 7-SCOOPS OF COLD PATCH TO FILL HOLE IN STREET.,7/13/2015,7/13/2015
SEWER MAINTENANCE,2015004543,,5TH ST,COLES ST,USED 4-SCOPS OF COLD PATCH TO FILL HOLE IN STREET.,7/13/2015,7/13/2015
SEWER MAINTENANCE,2015004544,194,LINDEN AVE,,USED 20-SHOVELS OF COLD PATCH TO FILL HOLE IN STREET.,7/13/2015,7/13/2015
SEWER MAINTENANCE,2015004545,32,EMERSON AVE,,USED 30-SHOVELS OF COLD PATCH TO FILL HOLE IN STREET.,7/13/2015,7/13/2015
SEWER MAINTENANCE,2015004546,288,SIP AVE,,USED 4-SCOOPS OF COLD PATCH TO FILL HOLE IN STREET.,7/13/2015,7/13/2015
SEWER MAINTENANCE,2015004676,,CENTRAL AVE,GRIFFITH ST,"ON 7-9-15 CLEANED THE NW CATCH BASIN.  ON 7-13-15 VACUUMED AND FLUSHED THE SEWER FOR THE CONSTRUCTION CREW. USED 5-BLOCKS, 5-BRICKS AND 2-BGS OF RAPID CEMENT TO PERFORM THE NECESSARY BRICKWORK.
",7/13/2015,7/9/2015
SEWER MAINTENANCE,2015004743,,BERGEN AVE,COMMUNIPAW AVE,"ON 7-10-15 CLEANED THE SE CATCH BASIN.  ON 7-13-15 CLEANED THE SW CATCH BASIN.

",7/13/2015,7/10/2015
SEWER MAINTENANCE,2015004764,594,COMMUNIPAW AVE,GRAND ST,"CLEANED THE SW AND SE CATCH BASINS.
",7/13/2015,7/13/2015
SEWER MAINTENANCE,2015004766,25,MONTICELLO AVE,,"CLEANED THE CATCH BASIN
",7/13/2015,7/13/2015
SEWER MAINTENANCE,2015004767,,ASH ST,WHITON ST,"CLEANED THE SW AND SE CATCH BASINS.
",7/13/2015,7/13/2015
SEWER MAINTENANCE,2015004771,263,BOYD AVE,MALLORY AVE,"CLEANED AND JETTED THE CATCH BASIN
",7/13/2015,7/13/2015
SEWER MAINTENANCE,2015004772,,ARLINGTON AVE,COMMUNIPAW AVE,"CLEANED THE SW CATCH BASIN
",7/13/2015,7/13/2015
SEWER MAINTENANCE,2015004773,,COMMUNIPAW AVE,PARK ST,"CLEANED AND PERFUMED THE CATCH BASIN
",7/13/2015,7/13/2015
SEWER MAINTENANCE,2015004774,4 - 42,MADISON AVE,,"CLEANED BOTH CATCH BASINS
",7/13/2015,7/13/2015
SEWER MAINTENANCE,2015004775,31,MONTICELLO AVE,,"CLEANED THE CATCH BASIN
",7/13/2015,7/13/2015
SEWER MAINTENANCE,2015004776,82,MADISON AVE,,"CLEANED THE CATCH BASIN
",7/13/2015,7/13/2015
SEWER MAINTENANCE,2015004395,,MANHATTEN AVE,,DELAYED DUE TO LOCOMOTIVE ACTIVITY INSIDE RAIL YARD.  MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS SUNNY/HOT. ,7/13/2015,7/13/2015
SEWER MAINTENANCE,2015004396,,SAINT PAULS AVE,,MONITOR FLOATABLES DOWNSTREAM AND UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS SUNNY/HOT. ONE SCOPE REMOVED. ,7/13/2015,7/13/2015
SEWER MAINTENANCE,2015004398,,VAN WINKLE AVE,,MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS SUNNY/HOT. ,7/13/2015,7/13/2015
SEWER MAINTENANCE,2015004399,,BROADWAY,,MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS SUNNY/HOT. ,7/13/2015,7/13/2015
SEWER MAINTENANCE,2015004400,,SIP AVE,,MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS SUNNY/HOT. ,7/13/2015,7/13/2015
SEWER MAINTENANCE,2015004401,,DUNCAN AVE,,MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS SUNNY/HOT. ,7/13/2015,7/13/2015
SEWER MAINTENANCE,2015004402,,CLENDENNY AVE,,MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS SUNNY/HOT. ,7/13/2015,7/13/2015
SEWER MAINTENANCE,2015004403,,CLAREMONT AVE,,MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS SUNNY/HOT. ,7/13/2015,7/13/2015
SEWER MAINTENANCE,2015004404,,BROADWAY,,"NO GRATING, HANDRAIL OR CONCRETE SLAB.  NOT SCHEDULED GREASED EQUIPMENT.  UTILIZE RAKE TO CLEAN BARSCREEN REMOVED HUB CAP OFF BARSCREEN & WOOD PLACED IN BUCKET EXERCISE REGULATOR ALSO USED SHOVEL TO REMOVE SOME SLUDGE OUT OF PIT.  ",7/13/2015,7/13/2015
SEWER MAINTENANCE,2015004405,,BROADWAY,,"NO GRATING, HANDRAIL OR CONCRETE SLAB.  NOT SCHEDULED GREASED EQUIPMENT.  UTILIZE RAKE TO CLEAN BARSCREEN REMOVED HUB CAP OFF BARSCREEN & WOOD PLACED IN BUCKET EXERCISE REGULATOR ALSO USED SHOVEL TO REMOVE SOME SLUDGE OUT OF PIT.  ",7/13/2015,7/13/2015
SEWER MAINTENANCE,2015004406,,BROADWAY,,NO GRATING OR HANDRAIL.  NOT SCHEDULED GREASED EQUIPMENT.  UTILIZE RAKE TO CLEAN BARSCREEN REMOVED HUB CAP OFF BARSCREEN & WOOD PLACED IN BUCKET EXERCISE REGULATOR ALSO USED SHOVEL TO REMOVE SOME SLUDGE OUT OF PIT.  ,7/13/2015,7/13/2015
SEWER MAINTENANCE,2015004407,,VAN WINKLE AVE,,"NOTE: STOP TO USE PUBLIC RESTROOM DELAYED SOME TIME.  NO GRATING, HANDRIAL OR CONCRETE SLAB.  NOT SCHEDULED GREASED EQUIPMENT.  UTILIZE RAKE TO CLEAN BARSCREEN REMOVED HUB CAP OFF BARSCREEN & WOOD PLACED IN BUCKET EXERCISE REGULATOR ALSO USED SHOVEL TO RE",7/13/2015,7/13/2015
SEWER MAINTENANCE,2015004408,,SAINT PAULS AVE,,NO HANDRAIL.  NOT SCHEDULED GREASED EQUIPMENT.  UTILIZE RAKE TO CLEAN BARSCREEN REMOVED HUB CAP OFF BARSCREEN & WOOD PLACED IN BUCKET EXERCISE REGULATOR ALSO USED SHOVEL TO REMOVE SOME SLUDGE OUT OF PIT.  ,7/13/2015,7/13/2015
SEWER MAINTENANCE,2015004409,,COUNTY RD,,NO HANDRAIL OR CONCRETE SLAB.  NOT SCHEDULED GREASED EQUIPMENT.  UTILIZE RAKE TO CLEAN BARSCREEN REMOVED HUB CAP OFF BARSCREEN & WOOD PLACED IN BUCKET EXERCISE REGULATOR ALSO USED SHOVEL TO REMOVE SOME SLUDGE OUT OF PIT.  ,7/13/2015,7/13/2015
SEWER MAINTENANCE,2015004410,,MANHATTEN AVE,,NO HANDRAIL.  NOTE; NO VAC OUT WITH U8S TODAY THEREFORE NO WASHING.  NOT SCHEDULED GREASED EQUIPMENT.  UTILIZE RAKE TO CLEAN BARSCREEN REMOVED HUB CAP OFF BARSCREEN & WOOD PLACED IN BUCKET EXERCISE REGULATOR ALSO USED SHOVEL TO REMOVE SOME SLUDGE OUT OF P,7/13/2015,7/13/2015
SEWER MAINTENANCE,2015004305,19,NEPTUNE AVE,PRINCETON AVE,CLEANED AND PERFUMED THE SW AND NW CATCH BASINS.,7/13/2015,7/9/2015
SEWER MAINTENANCE,2015004958,,UNION ST,ARLINGTON AVE,"JETTED THE SEWER
",7/14/2015,7/14/2015
SEWER MAINTENANCE,2015004959,,VAN HORNE ST,JOHNSTON AVE,"VACUUMED THE SEWER
",7/14/2015,7/14/2015
SEWER MAINTENANCE,2015004961,,LAFAYETTE ST,HALLADAY ST,"VACUUMED AND FLUSHED THE SEWER.
",7/14/2015,7/14/2015
SEWER MAINTENANCE,2015004962,,MAPLE ST,PINE ST,"JETTED AND VACUUMED THE SEWER
",7/14/2015,7/14/2015
SEWER MAINTENANCE,2015004377,282 1/2,6TH ST,,"CUSTOMER IS COMPLAINING ABOUT SEEPAGE WHEN IT RAINS AND DIDN'T SEE ANY BACKUP AT THE TIME OF INSPECTION.  THERE ARE NO CLEAN-OUTS TO CHECK INSIDE BASEMENT.  CUSTOMER MUST SEEK PLUMBER FOR THIS SITUATION.
",7/14/2015,7/13/2015
SEWER MAINTENANCE,2015004412,,MANHATTEN AVE,,2 SCOPES AFTER CHANGE.  LEFT YARD 10:30AM.   MONITOR FLOATABLES UPSTREAM OF THE NETTING CHAMBER. WEATHER CONDITIONS MILD. ,7/14/2015,7/14/2015
SEWER MAINTENANCE,2015004413,,SAINT PAULS AVE,,DUSTY GRATING.  MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS MILD. LT. DRIZZLE. ,7/14/2015,7/14/2015
SEWER MAINTENANCE,2015004414,,VAN WINKLE AVE,,MONITOR FLOATABLES DOWNSTREAM AND UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS MILD. LT. DRIZZLE. ENROUTE TO WSP TO DUMP NETS.  ENCOUNTERED SERIOUS TRAFFIC JAM FINISHED 3:34PM. ,7/14/2015,7/14/2015
SEWER MAINTENANCE,2015004415,,CLAREMONT AVE,,NO HANDRAIL.  NOT SCHEDULED GREASED EQUIPMENT.  UTILIZE RAKE TO CLEAN BARSCREEN REMOVED FLOATABLES OUT OF TIDEGATES ALSO OFF LADDER EXERCISE REGULATOR FLOAT PIT NEED TO BE WASHED DOWN. ,7/14/2015,7/14/2015
SEWER MAINTENANCE,2015004416,,MINA DR,,NOT SCHEDULED GREASED EQUIPMENT.  VISUAL INSPECTION DUE TO RAIN STORM NEED VAC TRUCK TO CLEAN CHAMBER RETURN AT LATER DATE.  ,7/14/2015,7/14/2015
SEWER MAINTENANCE,2015004417,,CLENDENNY AVE,,NOT SCHEDULED GREASED EQUIPMENT.  UTILIZE RAKE TO CLEAN BARSCREEN REMOVED FLOATABLES OUT OF TIDEGATES ALSO OFF LADDER EXERCISE REGULATOR FLOAT PIT NEED TO BE WASHED DOWN. ,7/14/2015,7/14/2015
SEWER MAINTENANCE,2015004418,,DUNCAN AVE,,NO HANDRAIL OR CONCRETE SLAB.  NOT SCHEDULED GREASED EQUIPMENT.  UTILIZE RAKE TO CLEAN BARSCREEN REMOVED FLOATABLES OUT OF TIDEGATES ALSO OFF LADDER EXERCISE REGULATOR FLOAT PIT NEED TO BE WASHED DOWN. ,7/14/2015,7/14/2015
SEWER MAINTENANCE,2015004419,,SIP AVE,,"NO GRATING, HANDRAIL OR CONCRETE SLAB.  NOTE: DELAYED IN START UP TIME DUE TO TB TESTING AT ADMINISTRATION & BSMT. NOT SCHEDULED GREASED EQUIPMENT.  UTILIZE RAKE TO CLEAN BARSCREEN REMOVED FLOATABLES OUT OF TIDEGATES ALSO OFF LADDER EXERCISE REGULATOR FLO",7/14/2015,7/14/2015
SEWER MAINTENANCE,2015004420,,FISK ST,,NOTE. RETURNED TO PLANT TO USE BATHROOM.  NO HANDRAIL.   NOT SCHEDULED GREASED EQUIPMENT.  UTILIZE RAKE TO CLEAN BARSCREEN REMOVED FLOATABLES OUT OF TIDEGATES ALSO OFF LADDER EXERCISE REGULATOR FLOAT PIT NEED TO BE WASHED DOWN. ,7/14/2015,7/14/2015
SEWER MAINTENANCE,2015004547,226,NEWARK AVE,,USED 18-SHOVELS OF COLD PATCH TO FILL HOLE IN STREET.,7/14/2015,7/14/2015
SEWER MAINTENANCE,2015004548,,16TH ST,COLES ST,USED 1/2 BUCKET OF COLD PATCH TO FILL HOLES IN STREET.,7/14/2015,7/14/2015
SEWER MAINTENANCE,2015004549,,COLES ST,12TH ST,USED 1/2 BUCKET OF COLD PATCH TO FILL HOLE IN STREET.,7/14/2015,7/14/2015
SEWER MAINTENANCE,2015004550,,3RD ST,COLES ST,USED 10-SHOVELS OF COLD PATCH TO FILL HOLE IN STREET.,7/14/2015,7/14/2015
SEWER MAINTENANCE,2015004770,,CLINTON AVE,JACKSON AVE,"CLEANED THE NW AND SW CATCH BASINS
",7/14/2015,7/14/2015
SEWER MAINTENANCE,2015004777,3 - 37,MADISON AVE,,"CLEANED BOTH CATCH BASINS
",7/14/2015,7/14/2015
SEWER MAINTENANCE,2015004778,,COMMUNIPAW AVE,MADISON AVE,"CLEANED THE SW AND SE CATCH BASINS
",7/14/2015,7/14/2015
SEWER MAINTENANCE,2015004779,58,MADISON AVE,,"CLEANED THE CATCH BASIN
",7/14/2015,7/14/2015
SEWER MAINTENANCE,2015004780,,ARLINGTON AVE,UNION ST,"CLEANED THE SW CATCH BASIN
",7/14/2015,7/14/2015
SEWER MAINTENANCE,2015004781,,WASHINGTON BLVD,,"CLEANED FIVE (5) CATCH BASINS.
",7/14/2015,7/14/2015
SEWER MAINTENANCE,2015004782,499,WASHINGTON BLVD,,"CLEANED THE CATCH BASIN
",7/14/2015,7/14/2015
SEWER MAINTENANCE,2015004596,234,FREEMAN AVE,,"EXCAVATED SECTION OF STREET NEAR THE MANHOLE.  USED 2-YARDS OF QP STONE AND 1/2 YARD OF COLD PATCH TO BACKFILL AND TAMPER.  ALSO, PICKED UP PLATE.
",7/14/2015,6/26/2015
SEWER MAINTENANCE,2015005300,249,UNION ST,,"RESET THE MANHOLE COVER AT THIS LOCATION.
",7/14/2015,7/14/2015
SEWER MAINTENANCE,2015004567,,FAIRMOUNT AVE,MONTICELLO AVE,"CLEANED THE SE, SW AND NE CATCH BASINS.  USED 48-BRICKS AND 2-BAGS OF RAPID CEMENT TO PERFORM THE NECESSARY BRICKWORK INSIDE THE SE CATCH BASIN.
",7/14/2015,7/14/2015
SEWER MAINTENANCE,2015004784,,BERGEN AVE,VAN NOSTRAND AVE,"CLEANED THE NE, NW AND SE CATCH BASINS
",7/14/2015,7/14/2015
SEWER MAINTENANCE,2015004785,94,YALE AVE,,"CLEANED THE MANHOLE AT THIS LOCATION.
",7/14/2015,7/14/2015
SEWER MAINTENANCE,2015005180,183,NELSON AVE,,"THE JCMUA MANHOLE COVERS ARE FINE.  WHAT THE RESIDENT IS COMPLAINING ABOUT IS ACTUALLY HER WATER GATE COVER THAT'S IN HER DRIVEWAY AND ITS THE RESPONSIBILITY OF THE HOMEOWNER.
",7/15/2015,7/13/2015
SEWER MAINTENANCE,2015004963,,CHESTNUT AVE,ELIZBETH ST,"JETTED THE SEWER
",7/15/2015,7/15/2015
SEWER MAINTENANCE,2015004964,,WAVERLY ST,BALDWIN AVE,"JETTED AND VACUUMED THE SEWER
",7/15/2015,7/15/2015
SEWER MAINTENANCE,2015004965,,ATLANTIC ST,MARTIN LUTHER KING DR,"VACUUMED AND FLUSHED THE SEWER
",7/15/2015,7/15/2015
SEWER MAINTENANCE,2015004966,,GARFIELD AVE,WEGMAN PARKWAY,"JETTED AND VACUUMED THE NW CATCH BASIN.
",7/15/2015,7/15/2015
SEWER MAINTENANCE,2015004967,,SAINT PAULS AVE,VAN WINKLE AVE,"JETTED AND VACUUMED THE SEWER
",7/15/2015,7/15/2015
SEWER MAINTENANCE,2015004968,677,SUMMIT AVE,,"VACUUMED AND FLUSHED THE SEWER
",7/15/2015,7/15/2015
SEWER MAINTENANCE,2015004423,,MILL CREEK,,WILL CHANGE 7/16 NETS VIRTUALLY EMPTY BUT WILL HAVE VAC SEND UPSTREWAM FLOATABLES TO NETS PRIOR TO CHANGE.  MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS CLOUDY.  ,7/15/2015,7/15/2015
SEWER MAINTENANCE,2015004425,,ESSEX ST,,CHAIN PENDING.  NETS 4-8 HAVE A FILM AROUND THEM NOTIFIED  W. GOLDEN ASKED THEMN TO COME AND MAKE AN ASSESSMENT ASAP. MONITOR FLOATABLES UPSTREAM OF NETTING CHAMBER. WEATHER CONDITIONS CLOUDY.  ,7/15/2015,7/15/2015
